symbol,exchange,datetime,open,high,low,close,volume,turnover,open_interest
510030,SSE,2025-07-08 09:30:00,0.0,1.101,1.101,1.101,39.0,4294.0,0.0
510030,SSE,2025-07-08 09:31:00,0.0,1.101,1.097,1.101,533.0,58614.0,0.0
510030,SSE,2025-07-08 09:32:00,0.0,1.104,1.101,1.102,385.0,42427.0,0.0
510030,SSE,2025-07-08 09:33:00,0.0,1.104,1.102,1.104,134.0,14794.0,0.0
510030,SSE,2025-07-08 09:34:00,0.0,1.106,1.104,1.104,301.0,33231.0,0.0
510030,SSE,2025-07-08 09:35:00,0.0,1.104,1.104,1.104,0.0,0.0,0.0
510030,SSE,2025-07-08 09:36:00,0.0,1.104,1.104,1.104,165.0,18216.0,0.0
510030,SSE,2025-07-08 09:37:00,0.0,1.104,1.104,1.104,0.0,0.0,0.0
510030,SSE,2025-07-08 09:38:00,0.0,1.104,1.103,1.103,2.0,220.0,0.0
510030,SSE,2025-07-08 09:39:00,0.0,1.103,1.103,1.103,100.0,11030.0,0.0
510030,SSE,2025-07-08 09:40:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 09:41:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 09:42:00,0.0,1.103,1.101,1.101,145.0,15965.0,0.0
510030,SSE,2025-07-08 09:43:00,0.0,1.101,1.1,1.1,431.0,47410.0,0.0
510030,SSE,2025-07-08 09:44:00,0.0,1.1,1.099,1.099,164.0,18023.0,0.0
510030,SSE,2025-07-08 09:45:00,0.0,1.1,1.099,1.1,40.0,4400.0,0.0
510030,SSE,2025-07-08 09:46:00,0.0,1.1,1.1,1.1,1.0,110.0,0.0
510030,SSE,2025-07-08 09:47:00,0.0,1.1,1.098,1.098,251.0,27566.0,0.0
510030,SSE,2025-07-08 09:48:00,0.0,1.098,1.098,1.098,0.0,0.0,0.0
510030,SSE,2025-07-08 09:49:00,0.0,1.098,1.098,1.098,0.0,0.0,0.0
510030,SSE,2025-07-08 09:50:00,0.0,1.098,1.098,1.098,0.0,0.0,0.0
510030,SSE,2025-07-08 09:51:00,0.0,1.098,1.098,1.098,30.0,3294.0,0.0
510030,SSE,2025-07-08 09:52:00,0.0,1.098,1.097,1.097,472.0,51778.0,0.0
510030,SSE,2025-07-08 09:53:00,0.0,1.099,1.097,1.099,331.0,36377.0,0.0
510030,SSE,2025-07-08 09:54:00,0.0,1.099,1.099,1.099,0.0,0.0,0.0
510030,SSE,2025-07-08 09:55:00,0.0,1.1,1.099,1.1,100.0,11000.0,0.0
510030,SSE,2025-07-08 09:56:00,0.0,1.1,1.1,1.1,400.0,44000.0,0.0
510030,SSE,2025-07-08 09:57:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 09:58:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 09:59:00,0.0,1.102,1.1,1.102,28.0,3086.0,0.0
510030,SSE,2025-07-08 10:00:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 10:01:00,0.0,1.102,1.1,1.1,551.0,60610.0,0.0
510030,SSE,2025-07-08 10:02:00,0.0,1.1,1.1,1.1,45.0,4950.0,0.0
510030,SSE,2025-07-08 10:03:00,0.0,1.1,1.098,1.099,132.0,14506.0,0.0
510030,SSE,2025-07-08 10:04:00,0.0,1.099,1.099,1.099,357.0,39234.0,0.0
510030,SSE,2025-07-08 10:05:00,0.0,1.099,1.099,1.099,0.0,0.0,0.0
510030,SSE,2025-07-08 10:06:00,0.0,1.099,1.099,1.099,0.0,0.0,0.0
510030,SSE,2025-07-08 10:07:00,0.0,1.101,1.099,1.101,12.0,1321.0,0.0
510030,SSE,2025-07-08 10:08:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 10:09:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 10:10:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 10:11:00,0.0,1.101,1.101,1.101,55.0,6056.0,0.0
510030,SSE,2025-07-08 10:12:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 10:13:00,0.0,1.101,1.1,1.1,10.0,1100.0,0.0
510030,SSE,2025-07-08 10:14:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:15:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:16:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:17:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:18:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:19:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:20:00,0.0,1.1,1.1,1.1,427.0,46970.0,0.0
510030,SSE,2025-07-08 10:21:00,0.0,1.101,1.1,1.1,184.0,20250.0,0.0
510030,SSE,2025-07-08 10:22:00,0.0,1.101,1.1,1.101,150.0,16515.0,0.0
510030,SSE,2025-07-08 10:23:00,0.0,1.101,1.1,1.1,24.0,2640.0,0.0
510030,SSE,2025-07-08 10:24:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:25:00,0.0,1.1,1.1,1.1,302.0,33220.0,0.0
510030,SSE,2025-07-08 10:26:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:27:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:28:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:29:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:30:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:31:00,0.0,1.1,1.1,1.1,33.0,3630.0,0.0
510030,SSE,2025-07-08 10:32:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:33:00,0.0,1.1,1.1,1.1,291.0,32010.0,0.0
510030,SSE,2025-07-08 10:34:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:35:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:36:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:37:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:38:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:39:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 10:40:00,0.0,1.1,1.099,1.099,5.0,549.0,0.0
510030,SSE,2025-07-08 10:41:00,0.0,1.099,1.099,1.099,0.0,0.0,0.0
510030,SSE,2025-07-08 10:42:00,0.0,1.099,1.098,1.098,391.0,42932.0,0.0
510030,SSE,2025-07-08 10:43:00,0.0,1.098,1.098,1.098,0.0,0.0,0.0
510030,SSE,2025-07-08 10:44:00,0.0,1.098,1.098,1.098,0.0,0.0,0.0
510030,SSE,2025-07-08 10:45:00,0.0,1.098,1.098,1.098,80.0,8784.0,0.0
510030,SSE,2025-07-08 10:46:00,0.0,1.098,1.098,1.098,0.0,0.0,0.0
510030,SSE,2025-07-08 10:47:00,0.0,1.098,1.098,1.098,0.0,0.0,0.0
510030,SSE,2025-07-08 10:48:00,0.0,1.098,1.098,1.098,0.0,0.0,0.0
510030,SSE,2025-07-08 10:49:00,0.0,1.098,1.098,1.098,0.0,0.0,0.0
510030,SSE,2025-07-08 10:50:00,0.0,1.098,1.098,1.098,0.0,0.0,0.0
510030,SSE,2025-07-08 10:51:00,0.0,1.098,1.097,1.097,45.0,4937.0,0.0
510030,SSE,2025-07-08 10:52:00,0.0,1.097,1.097,1.097,358.0,39273.0,0.0
510030,SSE,2025-07-08 10:53:00,0.0,1.097,1.097,1.097,0.0,0.0,0.0
510030,SSE,2025-07-08 10:54:00,0.0,1.097,1.097,1.097,0.0,0.0,0.0
510030,SSE,2025-07-08 10:55:00,0.0,1.097,1.097,1.097,0.0,0.0,0.0
510030,SSE,2025-07-08 10:56:00,0.0,1.097,1.097,1.097,1.0,110.0,0.0
510030,SSE,2025-07-08 10:57:00,0.0,1.097,1.097,1.097,0.0,0.0,0.0
510030,SSE,2025-07-08 10:58:00,0.0,1.098,1.097,1.098,405.0,44469.0,0.0
510030,SSE,2025-07-08 10:59:00,0.0,1.098,1.098,1.098,758.0,83228.0,0.0
510030,SSE,2025-07-08 11:00:00,0.0,1.098,1.098,1.098,1536.0,168653.0,0.0
510030,SSE,2025-07-08 11:01:00,0.0,1.099,1.097,1.098,341.0,37435.0,0.0
510030,SSE,2025-07-08 11:02:00,0.0,1.1,1.098,1.1,1980.0,217603.0,0.0
510030,SSE,2025-07-08 11:03:00,0.0,1.101,1.1,1.1,2022.0,222620.0,0.0
510030,SSE,2025-07-08 11:04:00,0.0,1.102,1.1,1.101,498.0,54847.0,0.0
510030,SSE,2025-07-08 11:05:00,0.0,1.101,1.101,1.101,153.0,16845.0,0.0
510030,SSE,2025-07-08 11:06:00,0.0,1.101,1.101,1.101,973.0,107127.0,0.0
510030,SSE,2025-07-08 11:07:00,0.0,1.101,1.101,1.101,3545.0,390305.0,0.0
510030,SSE,2025-07-08 11:08:00,0.0,1.101,1.101,1.101,500.0,55050.0,0.0
510030,SSE,2025-07-08 11:09:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 11:10:00,0.0,1.103,1.101,1.102,2496.0,275069.0,0.0
510030,SSE,2025-07-08 11:11:00,0.0,1.102,1.102,1.102,903.0,99510.0,0.0
510030,SSE,2025-07-08 11:12:00,0.0,1.102,1.102,1.102,1909.0,210372.0,0.0
510030,SSE,2025-07-08 11:13:00,0.0,1.102,1.102,1.102,1642.0,180949.0,0.0
510030,SSE,2025-07-08 11:14:00,0.0,1.103,1.102,1.102,339.0,37358.0,0.0
510030,SSE,2025-07-08 11:15:00,0.0,1.102,1.102,1.102,569.0,62703.0,0.0
510030,SSE,2025-07-08 11:16:00,0.0,1.102,1.1,1.1,379.0,41691.0,0.0
510030,SSE,2025-07-08 11:17:00,0.0,1.1,1.1,1.1,327.0,35970.0,0.0
510030,SSE,2025-07-08 11:18:00,0.0,1.1,1.1,1.1,223.0,24530.0,0.0
510030,SSE,2025-07-08 11:19:00,0.0,1.1,1.099,1.099,206.0,22639.0,0.0
510030,SSE,2025-07-08 11:20:00,0.0,1.101,1.099,1.101,436.0,48004.0,0.0
510030,SSE,2025-07-08 11:21:00,0.0,1.102,1.1,1.102,553.0,60832.0,0.0
510030,SSE,2025-07-08 11:22:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 11:23:00,0.0,1.102,1.1,1.1,1.0,110.0,0.0
510030,SSE,2025-07-08 11:24:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 11:25:00,0.0,1.101,1.1,1.101,462.0,50866.0,0.0
510030,SSE,2025-07-08 11:26:00,0.0,1.101,1.1,1.1,104.0,11450.0,0.0
510030,SSE,2025-07-08 11:27:00,0.0,1.101,1.1,1.101,64.0,7047.0,0.0
510030,SSE,2025-07-08 11:28:00,0.0,1.101,1.101,1.101,490.0,53949.0,0.0
510030,SSE,2025-07-08 11:29:00,0.0,1.102,1.101,1.101,690.0,76034.0,0.0
510030,SSE,2025-07-08 11:30:00,0.0,1.102,1.101,1.102,104.0,11461.0,0.0
510030,SSE,2025-07-08 13:01:00,0.0,1.103,1.102,1.103,346.0,38154.0,0.0
510030,SSE,2025-07-08 13:02:00,0.0,1.102,1.101,1.101,92.0,10138.0,0.0
510030,SSE,2025-07-08 13:03:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:04:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:05:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:06:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:07:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:08:00,0.0,1.101,1.101,1.101,30.0,3303.0,0.0
510030,SSE,2025-07-08 13:09:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:10:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:11:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:12:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:13:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:14:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:15:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:16:00,0.0,1.103,1.101,1.103,1.0,111.0,0.0
510030,SSE,2025-07-08 13:17:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 13:18:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 13:19:00,0.0,1.103,1.103,1.103,2188.0,241336.0,0.0
510030,SSE,2025-07-08 13:20:00,0.0,1.103,1.103,1.103,1.0,110.0,0.0
510030,SSE,2025-07-08 13:21:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 13:22:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 13:23:00,0.0,1.103,1.102,1.102,2175.0,239685.0,0.0
510030,SSE,2025-07-08 13:24:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 13:25:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 13:26:00,0.0,1.103,1.102,1.103,100.0,11030.0,0.0
510030,SSE,2025-07-08 13:27:00,0.0,1.103,1.102,1.102,3.0,331.0,0.0
510030,SSE,2025-07-08 13:28:00,0.0,1.102,1.101,1.101,100.0,11010.0,0.0
510030,SSE,2025-07-08 13:29:00,0.0,1.101,1.101,1.101,68.0,7487.0,0.0
510030,SSE,2025-07-08 13:30:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:31:00,0.0,1.101,1.101,1.101,9.0,991.0,0.0
510030,SSE,2025-07-08 13:32:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:33:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:34:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:35:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:36:00,0.0,1.101,1.101,1.101,323.0,35562.0,0.0
510030,SSE,2025-07-08 13:37:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:38:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 13:39:00,0.0,1.101,1.1,1.1,494.0,54389.0,0.0
510030,SSE,2025-07-08 13:40:00,0.0,1.1,1.1,1.1,150.0,16500.0,0.0
510030,SSE,2025-07-08 13:41:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 13:42:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 13:43:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 13:44:00,0.0,1.1,1.1,1.1,0.0,0.0,0.0
510030,SSE,2025-07-08 13:45:00,0.0,1.102,1.1,1.102,15.0,1653.0,0.0
510030,SSE,2025-07-08 13:46:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 13:47:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 13:48:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 13:49:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 13:50:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 13:51:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 13:52:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 13:53:00,0.0,1.103,1.102,1.103,932.0,102800.0,0.0
510030,SSE,2025-07-08 13:54:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 13:55:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 13:56:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 13:57:00,0.0,1.103,1.102,1.102,27.0,2975.0,0.0
510030,SSE,2025-07-08 13:58:00,0.0,1.102,1.102,1.102,104.0,11461.0,0.0
510030,SSE,2025-07-08 13:59:00,0.0,1.102,1.102,1.102,5.0,551.0,0.0
510030,SSE,2025-07-08 14:00:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:01:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:02:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:03:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:04:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:05:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:06:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:07:00,0.0,1.103,1.102,1.103,157.0,17317.0,0.0
510030,SSE,2025-07-08 14:08:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 14:09:00,0.0,1.103,1.102,1.102,26.0,2866.0,0.0
510030,SSE,2025-07-08 14:10:00,0.0,1.102,1.101,1.101,35.0,3853.0,0.0
510030,SSE,2025-07-08 14:11:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 14:12:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 14:13:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 14:14:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 14:15:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 14:16:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 14:17:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 14:18:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 14:19:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 14:20:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 14:21:00,0.0,1.101,1.101,1.101,0.0,0.0,0.0
510030,SSE,2025-07-08 14:22:00,0.0,1.103,1.101,1.103,517.0,57025.0,0.0
510030,SSE,2025-07-08 14:23:00,0.0,1.103,1.102,1.102,2188.0,241118.0,0.0
510030,SSE,2025-07-08 14:24:00,0.0,1.102,1.102,1.102,21.0,2314.0,0.0
510030,SSE,2025-07-08 14:25:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:26:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:27:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:28:00,0.0,1.103,1.102,1.102,2201.0,242769.0,0.0
510030,SSE,2025-07-08 14:29:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:30:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:31:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:32:00,0.0,1.102,1.102,1.102,111.0,12232.0,0.0
510030,SSE,2025-07-08 14:33:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:34:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:35:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:36:00,0.0,1.102,1.102,1.102,1.0,111.0,0.0
510030,SSE,2025-07-08 14:37:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:38:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:39:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:40:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:41:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:42:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:43:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:44:00,0.0,1.102,1.102,1.102,264.0,29118.0,0.0
510030,SSE,2025-07-08 14:45:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:46:00,0.0,1.102,1.102,1.102,20.0,2204.0,0.0
510030,SSE,2025-07-08 14:47:00,0.0,1.102,1.102,1.102,57.0,6282.0,0.0
510030,SSE,2025-07-08 14:48:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:49:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:50:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:51:00,0.0,1.103,1.102,1.103,2.0,220.0,0.0
510030,SSE,2025-07-08 14:52:00,0.0,1.103,1.103,1.103,2.0,221.0,0.0
510030,SSE,2025-07-08 14:53:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 14:54:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 14:55:00,0.0,1.103,1.103,1.103,0.0,0.0,0.0
510030,SSE,2025-07-08 14:56:00,0.0,1.103,1.103,1.103,10.0,1103.0,0.0
510030,SSE,2025-07-08 14:57:00,0.0,1.103,1.102,1.102,46.0,5069.0,0.0
510030,SSE,2025-07-08 14:58:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 14:59:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-08 15:00:00,0.0,1.102,1.102,1.102,0.0,0.0,0.0
510030,SSE,2025-07-09 09:30:00,0.0,1.102,1.102,1.102,3.0,331.0,0.0
510030,SSE,2025-07-09 09:31:00,0.0,1.102,1.102,1.102,5.0,551.0,0.0
510030,SSE,2025-07-09 09:32:00,0.0,1.105,1.102,1.105,2557.0,282046.0,0.0
510030,SSE,2025-07-09 09:33:00,0.0,1.105,1.103,1.103,8.0,882.0,0.0
